06:17:19.759 [Expansion Quests] - InitQuestSystemClient - Loaded existing player quest data for player with UID: 8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=
06:17:19.759 [Expansion Quests] - LoadGroupQuestData - Created new persistent group quest data for group with ID: -1
06:32:22.564 [MissionAirdrop] An airdrop is heading towards "Warren-Cove" (pos=<6924.000000, 0.000000, 5473.000000> type=Random_Warren-Cove) with a ExpansionAirdropContainer_Basebuilding
07:18:24.558 [Market] Player "Dragonhunter" (id=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=) has send a requested to purchase expansiongunrack x1 from the trader "BuildingSupplies (Indar [BUILDINGS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:18:24.691 [Market] Player "Dragonhunter" (id=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=) has bought expansiongunrack x1 from the trader "BuildingSupplies (Indar [BUILDINGS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 3500.
07:19:20.226 [Market] Player "Dragonhunter" (id=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=) has send a requested to purchase expansiongunrack x1 from the trader "BuildingSupplies (Indar [BUILDINGS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
07:19:20.328 [Market] Player "Dragonhunter" (id=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=) has bought expansiongunrack x1 from the trader "BuildingSupplies (Indar [BUILDINGS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 3500.
07:20:49.324 [VehicleEnter] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] entered vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<5615.052734, 28.600664, 5374.134277>) as driver
07:21:05.169 [VehicleEngine] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] started vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<5615.052734, 28.600664, 5374.134277>)
07:21:49.849 [Safezone] Player "Dragonhunter" (id=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso= pos=<5827.283691, 29.790371, 5194.654297>) Left the safezone
07:24:47.234 [VehicleLeave] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] left vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7561.095215, 37.485500, 6201.087402>)
07:24:55.552 [VehicleEnter] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] entered vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7561.095215, 37.485500, 6201.087402>) as driver
07:25:02.978 [VehicleEngine] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] started vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7561.095215, 37.485500, 6201.087402>)
07:25:29.462 [VehicleEngine] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] stopped vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7557.085449, 37.562263, 6194.068359>)
07:25:34.867 [VehicleEngine] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] started vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7557.085449, 37.562271, 6194.068359>)
07:25:48.310 [VehicleEngine] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] stopped vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7557.323242, 37.553040, 6193.456055>)
07:25:59.082 [VehicleLeave] Player Dragonhunter [uid=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso=] left vehicle Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7557.324707, 37.559849, 6193.457031>)
07:33:39.160 [VehicleCarKey] Player "Dragonhunter" (id=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso= pos=<7555.758789, 37.696667, 6192.452148>) used the  ExpansionCarKey to lock Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7557.324707, 37.559853, 6193.457031>)
07:33:56.181 [VehicleDeleted] Interceptor (id=5B72872A9945090786C981A9AD69C367 pos=<7557.324707, 37.559853, 6193.457031>)
07:33:56.181 [VehicleCover] Player "Dragonhunter" (id=8aHbwb5XZ9Gq0J-7qO1AVn3G8YD6-lBt4iCz53aUxso= pos=<7555.576172, 37.699017, 6192.478516>) covered vehicle "Interceptor" (GlobalID=800000008000000080000000800333E3 pos=<7557.324707, 37.559853, 6193.457031>)!
