00:02:20.954 [Safezone] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0= pos=<5616.877441, 29.023972, 5418.303223>) Entered the safezone
00:05:53.780 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:53.984 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:54.073 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:54.205 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:54.349 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:54.369 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:54.568 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:54.599 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:54.706 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:54.875 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:55.019 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:55.072 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:55.156 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:55.295 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:55.376 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:55.531 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:55.633 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:55.777 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:55.852 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:55.970 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:56.140 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:56.371 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:56.540 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:56.573 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:56.705 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:56.794 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:56.964 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:57.183 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:57.269 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:57.771 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:57.935 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:57.973 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:58.102 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:58.591 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:58.759 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:59.207 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:59.317 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:05:59.566 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:05:59.652 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:06:00.324 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:06:00.488 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_expansion_46x30 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:06:12.308 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:06:12.425 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1.
00:06:13.173 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:06:13.256 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1.
00:06:13.821 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:06:13.904 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1.
00:06:14.070 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:06:14.143 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1.
00:06:14.573 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:06:14.659 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_308wintracer x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 5.
00:06:31.667 [Party] Player "Captain Chaos" (id=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=) joinded the party "Dirty Crew" (id=23 ownerUID=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8= ownerName=Condom Breath)
00:09:27.286 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell metalwire x1 at the trader "BuildingSupplies (Indar [BUILDINGS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:09:27.430 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold metalwire x1 at the trader "BuildingSupplies (Indar [BUILDINGS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 4.
00:09:32.322 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell rope x1 at the trader "BuildingSupplies (Indar [BUILDINGS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:09:32.390 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold rope x1 at the trader "BuildingSupplies (Indar [BUILDINGS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 4.
00:09:34.151 [AI Patrol] Spawning 3 Camp Eagle Patrol bots at <8911.473633, 45.493950, 3806.156494>
00:11:23.590 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell disinfectantspray x1 at the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:11:23.717 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold disinfectantspray x1 at the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 119.
00:11:26.737 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell epinephrine x1 at the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:11:26.825 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold epinephrine x1 at the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 130.
00:11:30.521 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell charcoaltablets x1 at the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:11:30.636 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold charcoaltablets x1 at the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 3294.
00:11:35.803 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell purificationtablets x1 at the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:11:35.967 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold purificationtablets x1 at the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 18.
00:11:49.741 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to purchase tetracyclineantibiotics x1 from the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:11:49.814 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has bought tetracyclineantibiotics x1 from the trader "Medicals (Linda [MEDICAL])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) for a price of 1800.
00:12:21.545 [VehicleCarKey] Player "Captain Chaos" (id=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw= pos=<9620.209961, 3.013883, 3100.288086>) used the  ExpansionCarKey to lock HAMMER_H1_black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9618.971680, 3.054567, 3099.436768>)
00:12:25.728 [BaseRaiding] ExpansionSafeMini (<10110.163086, 54.778923, 5121.729980>) Code set by player "Dirtydan" (ID = "eZvdqnhxQZeB4Wvp7ko5cFy79bCUMACrCdUKq6S9F3w=" at <10111.256836, 53.900211, 5121.071777>) and the code is 1776
00:12:26.388 [VehicleCarKey] Player "Captain Chaos" (id=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw= pos=<9620.322266, 3.013860, 3099.872559>) used the  ExpansionCarKey to unlock HAMMER_H1_black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9618.971680, 3.054567, 3099.436768>)
00:12:28.291 [AI Patrol] Spawning 3 Temple Patrol bots at <430.829681, 55.318100, 733.550415>
00:12:28.307 [AI Patrol] Spawning 3 Temple Patrol bots at <283.306305, 55.318298, 755.780273>
00:12:28.325 [AI Patrol] Spawning 3 Temple Patrol bots at <358.116943, 38.497051, 880.746216>
00:12:29.992 [VehicleEnter] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] entered vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9618.971680, 3.054540, 3099.436768>) as driver
00:12:33.386 [VehicleEngine] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] started vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9618.971680, 3.054542, 3099.436768>)
00:12:43.493 [VehicleLeave] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] left vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.258789, 3.140518, 3105.751465>)
00:17:02.407 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell mosin_compensator x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:02.502 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold mosin_compensator x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 168.
00:17:06.435 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell pistolsuppressor x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:06.534 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold pistolsuppressor x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 95.
00:17:23.067 [MissionAirdrop] An airdrop is heading towards "Georgstown" (pos=<4522.000000, 0.000000, 4370.000000> type=Random_Georgstown) with a ExpansionAirdropContainer
00:17:24.352 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammobox_12garubberslug_10rnd x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:24.449 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammobox_12garubberslug_10rnd x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 47.
00:17:29.424 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammobox_22_50rnd x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:29.498 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammobox_22_50rnd x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 29.
00:17:42.319 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_9x39ap x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:42.416 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_9x39ap x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:17:43.320 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_9x39ap x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:43.420 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_9x39ap x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:17:44.434 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_9x39ap x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:44.520 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_9x39ap x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:17:45.348 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_9x39ap x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:45.433 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_9x39ap x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 2.
00:17:59.197 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:59.299 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 0.
00:17:59.731 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:17:59.831 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 0.
